statusCode,message,crypto_name,eVol24h,eVol30d,cVol24h,cVol30d,txCnt24h,txCnt30d,txFees24h,txFees30d,txFeesMean24h,cVolAdj24h,ret24h,retMTD,retQTD,retYTD,retY1,retY3,retY5,retSI,volat30d,low52w,high52w,splyCurr,splyTotal,splyMax,ath,ts,src,category,type,algorithm
200,OK,SPELL,9023081,499934069.0,,,,,,,,,-0.020884,0.309944,0.069689,-0.026469,,,,-0.170151,1.321788,0.000358,0.001059,123612757328.326,196008739620.0,210000000000.0,0.035064,1695596217683.0,cd,,,
200,OK,1INCH,9534304,496960502.0,,,318.0,10441.0,,,,,-0.012842,0.060499,-0.177531,-0.310281,,,,-0.484669,0.523355,0.207355,0.687005,1034879425.904,1500000000.0,1500000000.0,8.65,1695596217683.0,cd,,,
200,OK,ALCX,21606445,106885616.0,,,,,,,,,0.184356,0.102799,-0.052775,-0.000251,,,,-0.45125,1.356428,10.297664,26.291437,1958686.265476,2737298.855096,2737298.855096,2066.2,1695596217683.0,cd,,,
200,OK,ALICE,5079491,290019569.0,,,,,,,,,-0.004786,-0.013409,-0.263143,-0.27473,,,,-0.52612,0.583476,0.676241,2.16,78661905.0,100000000.0,100000000.0,40.93,1695596217683.0,cd,,,
200,OK,API3,3827630,498989917.0,,,,,,,,,-0.000748,-0.04431,0.048334,0.036348,,,,-0.203636,1.038266,0.859424,2.311355,95458294.163987,126011938.685136,126011938.685136,10.3,1695596217683.0,cd,,,
200,OK,ARPA,3471086,589798703.0,,,,,,,,,-0.004755,0.084158,-0.20393,0.689725,,,,0.154316,0.627039,0.024581,0.127403,982174603.285714,2000000000.0,2000000000.0,0.268622,1695596217683.0,cd,,,
200,OK,ASTR,3744019,305299190.0,,,,,,,,,-0.014112,-0.099052,0.154727,0.327981,,,,-0.211401,0.633038,0.030927,0.105229,5278011078.0,8162890632.0,,0.421574,1695596217683.0,cd,,,
200,OK,BADGER,1462291,90160163.0,,,,,,,,,-0.006912,-0.008231,-0.113458,-0.066907,,,,-0.356761,0.498624,1.719093,3.96,19915290.043203,21000000.0,21000000.0,89.08,1695596217683.0,cd,,,
200,OK,BAL,3776886,142248356.0,,,123.0,5165.0,,,,,-0.008428,-0.095445,-0.351077,-0.399579,,,,-0.508075,0.470229,3.08907,7.667631,43293813.915793,59264533.399455,96150704.0,74.45,1695596217683.0,cd,,,
200,OK,BICO,1555357,42282712.0,,,,,,,,,0.001378,-0.008086,-0.155079,-0.247223,,,,-0.469358,0.415077,0.190272,0.49368,657617262.036549,1000000000.0,1000000000.0,21.45,1695596217683.0,cd,,,
200,OK,BOBA,696100,25590730.0,,,,,,,,,-0.007665,-0.104761,-0.187482,-0.323719,,,,-0.550657,0.218726,0.107424,0.321413,344351936.084703,500000000.0,500000000.0,7.93,1695596217683.0,cd,,,
200,OK,BOND,3702888,117173178.0,,,,,,,,,0.006405,0.019509,-0.322485,-0.314434,,,,-0.496561,0.61832,2.044416,5.932694,9317063.439933,10000000.0,10000000.0,185.69,1695596217683.0,cd,,,
200,OK,BTRST,318369,8708573.0,,,,,,,,,-0.007025,0.042756,-0.262695,-0.658347,,,,-0.639296,0.270669,3.9e-05,2.51,,250000000.0,250000000.0,46.82,1695596217683.0,cd,,,
200,OK,C98,5055235,221269155.0,,,,,,,,,0.015539,0.066904,-0.079459,-0.096794,,,,-0.409841,0.533508,0.121707,0.398622,592222211.0,1000000000.0,1000000000.0,6.42,1695596217683.0,cd,,,
200,OK,CELR,6069394,84440998.0,,,,,,,,,0.03047,0.062818,-0.27068,0.298109,,,,-0.291675,0.56515,0.009388,0.032507,5645454935.82688,10000000000.0,10000000000.0,0.194843,1695596217683.0,cd,,,
200,OK,DIA,873544,99957788.0,,,,,,,,,-0.016408,0.118087,-0.005998,-0.087861,,,,-0.325411,0.529791,0.209778,0.474107,110617604.0,168817248.0,,5.73,1695596217683.0,cd,,,
200,OK,ETHW,4804196,127008331.0,,,,,,,,,-0.022723,-0.046461,-0.407758,-0.569234,,,,-0.621415,0.445119,1.241804,11.94,107818943.04993,107818717.04993,,58.54,1695596217683.0,cd,,,
200,OK,GAL,5732071,400147925.0,,,,,,,,,-0.000317,0.136135,0.063501,0.296464,,,,-0.19216,0.67828,0.844788,2.71,46545329.516566,200000000.0,,18.32,1695596217683.0,cd,,,
200,OK,GHST,840651,44016639.0,,,,,,,,,0.001913,-0.052936,-0.164423,-0.199285,,,,-0.507054,0.502378,0.729037,1.651932,51157239.214069,52747802.714256,52747802.714256,3.08,1695596217683.0,cd,,,
200,OK,GLM,8109836,85948850.0,,,,,,,,,-0.023609,0.076023,-0.036019,-0.030446,,,,-0.259415,0.377226,0.158414,0.318504,1000000000.0,1000000000.0,,1.32,1695596217683.0,cd,,,
200,OK,HFT,2261122,247309466.0,,,,,,,,,-0.010439,-0.03911,-0.193194,0.052389,,,,-0.52265,0.682933,0.284117,3.61,175229156.0,1000000000.0,1000000000.0,3.61,1695596217683.0,cd,,,
200,OK,ILV,1331587,59171897.0,,,,,,,,,-0.008648,-0.080382,-0.142318,0.015134,,,,-0.476287,0.328785,38.38,94.98,5868407.681922,9617188.855852,,1911.26,1695596217683.0,cd,,,
200,OK,KP3R,2454150,58164017.0,,,,,,,,,0.019167,-0.000855,-0.192754,-0.268839,,,,-0.494283,0.463299,41.204219,108.954627,491919.256699,491919.256699,491919.256699,1995.53,1695596217683.0,cd,,,
200,OK,LCX,95512,8369756.0,,,,,,,,,-0.001281,-0.065416,-0.434944,0.239193,,,,-0.614937,0.620845,0.030646,0.147894,775032563.659999,950000000.0,,0.563966,1695596217683.0,cd,,,
200,OK,LOKA,1879150,63214402.0,,,,,,,,,0.002372,-0.061446,-0.234553,-0.48999,,,,-0.653912,0.510558,0.171685,0.754018,114916312.146545,186212308.146545,,5.37,1695596217683.0,cd,,,
200,OK,LQTY,3404627,342394365.0,,,,,,,,,-0.00264,0.039403,-0.092236,0.41655,,,,-0.572105,0.551018,0.553392,3.779424,93533376.508607,100000000.0,100000000.0,146.94,1695596217683.0,cd,,,
200,OK,MC,5644430,224121876.0,,,,,,,,,-0.062194,0.032807,0.688023,0.190382,,,,0.009541,1.287237,0.160565,0.766219,462218760.18899,631292726.164745,631292726.164745,11.7,1695596217683.0,cd,,,
200,OK,MPL,306963,14603966.0,,,,,,,,,0.000334,0.022949,-0.253927,0.673606,,,,0.03595,0.476603,2.72,18.73,7919160.485348,10000000.0,10000000.0,68.2,1695596217683.0,cd,,,
200,OK,MXC,3034553,83406698.0,,,,,,,,,-0.049456,0.180836,-0.327682,-0.747062,,,,-0.635551,1.913401,0.006817,0.069454,2437203515.492547,2664965801.0,,0.133537,1695596217683.0,cd,,,
200,OK,OGN,8122451,1009569833.0,,,,,,,,,-0.010541,0.191286,0.113869,0.044024,,,,-0.254436,1.209299,0.062194,0.165684,502728259.0,1000000000.0,1000000000.0,3.35,1695596217683.0,cd,,,
200,OK,PERP,4886572,1322044883.0,,,91.0,16152.0,,,,,-0.007561,0.424515,0.127883,0.649104,,,,-0.408791,2.71364,0.326687,1.335162,72609864.244056,150000000.0,150000000.0,24.4,1695596217683.0,cd,,,
200,OK,PLA,1192063,36866050.0,,,,,,,,,-0.005194,0.040186,-0.010188,0.145915,,,,-0.29403,0.443378,0.127651,0.32731,569265030.0,700000000.0,,3.74,1695596217683.0,cd,,,
200,OK,POND,1652026,44932281.0,,,,,,,,,0.008405,0.055894,0.085547,0.119773,,,,-0.155949,0.38848,0.006648,0.012594,8087375977.0,5033753055.0,10000000000.0,0.323362,1695596217683.0,cd,,,
200,OK,RAD,2003662,165746908.0,,,,,,,,,-0.019479,0.009387,-0.192863,-0.138016,,,,-0.241851,0.425851,1.209419,6.254141,49829110.566346,99998580.0,100000000.0,27.61,1695596217683.0,cd,,,
200,OK,RARI,398855,10719238.0,,,,,,,,,-0.004448,-0.05427,-0.218773,-0.420133,,,,-0.502373,0.530969,0.850035,4.7,11578869.797243,25000000.0,25000000.0,46.7,1695596217683.0,cd,,,
200,OK,RLY,592668,28243203.0,,,,,,,,,0.010525,-0.088255,-0.176496,-0.173476,,,,-0.664035,0.551123,0.005933,0.025888,5011892646.271167,15000000000.0,15000000000.0,1.4,1695596217683.0,cd,,,
200,OK,RNDR,10073301,548986237.0,,,,,,,,,0.001888,0.143945,-0.226739,2.883125,,,,0.292677,0.493323,0.399539,2.926303,371908453.108796,531024271.388796,531024271.388796,8.78,1695596217683.0,cd,,,
200,OK,RPL,2870299,116201953.0,,,,,,,,,-0.007514,-0.056919,-0.443428,0.087198,,,,-0.424518,0.525887,13.32,65.014111,19694369.846908,19694369.846908,,65.014111,1695596217683.0,cd,,,
200,OK,STG,9655861,448850613.0,,,,,,,,,0.000331,-0.129799,-0.198912,0.269432,,,,-0.400088,0.492799,0.349179,1.24,204348515.727817,1000000000.0,1000000000.0,4.14,1695596217683.0,cd,,,
200,OK,SYN,3569989,225458324.0,,,,,,,,,0.033053,-0.266577,-0.543657,-0.389661,,,,-0.711339,0.812599,0.277271,1.59,190117588.881215,184907850.0,250000000.0,4.92,1695596217683.0,cd,,,
200,OK,T,2243396,111976681.0,,,,,,,,,-0.027399,0.035132,-0.195798,0.195141,,,,-0.530131,0.654172,0.015128,0.055409,,10515000000.0,,0.226934,1695596217683.0,cd,,,
200,OK,TLM,3258972,190138911.0,,,,,,,,,0.008842,0.016307,-0.130855,-0.169977,,,,-0.463869,0.768051,0.009248,0.026968,3687242478.9858,6132820273.7249,10000000000.0,7.16,1695596217683.0,cd,,,
200,OK,TRU,2160922,100254669.0,,,,,,,,,-0.023927,0.142709,-0.203119,0.266098,,,,-0.737673,0.722411,0.026875,0.146343,1067203485.0731,1198450773.15516,1198450773.15516,1.017,1695596217683.0,cd,,,
200,OK,UNFI,9613104,1261201271.0,,,,,,,,,0.023494,0.053305,1.408209,1.195593,,,,0.584904,1.584822,2.542431,12.236225,7295742.3497,10000000.0,10000000.0,43.62,1695596217683.0,cd,,,
200,OK,AR,2219559,197704653.0,,,,,,,,,-0.00667,-0.002786,-0.246794,-0.33294,,,,-0.512475,0.591927,3.829593,15.01,65454185.538151,65454185.538151,66000000.0,89.24,1695596217683.0,cd,,,
200,OK,FXS,7088219,504369705.0,,,,,,,,,0.00556,-0.035038,-0.065633,0.290645,,,,-0.313039,0.444607,4.1,12.78,74094002.158044,99681495.591134,99681495.591134,42.8,1695596217683.0,cd,,,
200,OK,GUSD,53021,19477796.0,,,44.0,5182.0,,,,,0.00743,-0.003061,0.009344,0.008496,,,,0.006393,0.06499,0.90801,1.103635,305310606.64,305310606.64,,3.3,1695596217683.0,cd,,,
200,OK,KLAY,5312576,169872246.0,,,,,,,,,0.010897,-0.169346,-0.313502,-0.263371,,,,-0.501887,0.408566,0.108004,0.329058,3183943646.0609,,,4.34,1695596217683.0,cd,,,
200,OK,TUSD,78550325,23380586758.0,,,68.0,2952.0,,,,,-0.001446,-0.000212,0.000491,-0.001987,,,,0.000652,0.016322,0.963352,1.057725,3510823600.69,3510823600.69,,1.62,1695596217683.0,cd,,,
200,OK,XDC,1855019,230800994.0,,,,,,,,,-0.01774,-0.153171,0.591507,1.007647,,,,0.291519,0.808343,0.020697,0.389987,13865518637.7,37865515513.05,,0.389987,1695596217683.0,cd,,,
200,OK,XRD,3162016,68998878.0,,,,,,,,,-0.092015,0.157516,-0.029427,0.759586,,,,0.468322,0.701792,0.031462,0.152254,10258420817.4538,12658420818.12,24000000000.0,0.651264,1695596217683.0,cd,,,
200,OK,USDD,8043197,661457971.0,,,,,,,,,0.001467,0.003428,-0.00077,0.016657,,,,0.009455,0.034313,0.946534,1.050463,726165268.211705,,,1.050463,1695596217683.0,cd,,,
200,OK,TON,13065912,904128909.0,,,,,,,,,-0.033255,0.264084,0.629697,0.055838,,,,0.048389,1.143119,1.166758,2.66,3449145902.5688,5094612684.95857,,5.29,1695596217683.0,cd,,,
200,OK,TWT,4959110,316923014.0,,,,,,,,,-0.017759,-0.080396,-0.12843,-0.431629,,,,-0.334508,0.371942,0.711678,2.72,416649900.0,1000000000.0,,2.72,1695596217683.0,cd,,,
200,OK,HNT,1508029,30783211.0,,,,,,,,,0.00137,-0.075744,0.064091,-0.070228,,,,0.032408,0.596838,1.173154,5.7,143934820.830308,223000000.0,223000000.0,54.88,1695596217683.0,cd,,,
200,OK,OSMO,3719627,184853272.0,,,,,,,,,-0.00026,-0.1051,-0.341538,-0.531883,,,,-0.599065,0.393386,0.317871,1.64,618058852.0,325000000.0,1000000000.0,11.25,1695596217683.0,cd,,,
200,OK,ATLAS,1467200,21499239.0,,,,,,,,,-0.001555,0.017067,-0.088607,-0.472564,,,,-0.561128,0.403382,0.001328,0.004828,14150557358.8918,36000000000.0,36000000000.0,0.267549,1695596217683.0,cd,,,
200,OK,BFC,328204,118069660.0,,,,,,,,,-0.001927,-0.13844,-0.205231,-0.281425,,,,-0.409237,1.23062,0.036331,0.1,1393101226.70655,2368584074.0,2368584074.0,0.778815,1695596217683.0,cd,,,
200,OK,BLUR,5460868,455154892.0,,,,,,,,,-0.026413,-0.154844,-0.495453,,,,,-0.68836,0.6172,0.160872,5.02,948014527.207001,3000000000.0,3000000000.0,5.02,1695596217683.0,cd,,,
200,OK,BABYDOGE,389754,40149617.0,,,,,,,,,-0.006302,-0.07766,-0.255323,0.137528,,,,-0.590582,0.585855,0.0,0.0,1.561248560922935e+17,4.2e+17,4.2e+17,,1695596217683.0,cd,,,
200,OK,CEEK,1523188,61392736.0,,,,,,,,,-0.00958,-0.10297,-0.339281,-0.479582,,,,-0.567667,0.341232,0.036452,0.153387,830725361.0,1000000000.0,,1.19,1695596217683.0,cd,,,
200,OK,ELON,1378652,241748879.0,,,,,,,,,-0.001986,-0.083565,-0.255207,-0.533762,,,,-0.604715,0.656974,0.0,0.0,549649971723242.3,1000000000000000.0,1000000000000000.0,3e-06,1695596217683.0,cd,,,
200,OK,FLOKI,4321729,226708038.0,,,,,,,,,-0.013333,-0.101368,-0.450038,0.940622,,,,-0.531576,0.721176,7e-06,5.7e-05,9944614262354.0,10000000000000.0,,0.000337,1695596217683.0,cd,,,
200,OK,KISHU,161517,5887437.0,,,,,,,,,-0.008429,-0.159649,-0.368877,-0.501181,,,,-0.661813,0.475595,0.0,0.0,9.683492960228464e+16,,,,1695596217683.0,cd,,,
200,OK,LOOKS,1047397,66635597.0,,,,,,,,,0.005474,-0.158889,-0.105826,-0.627662,,,,-0.638519,0.750031,0.038754,0.340708,544846570.0,963600560.0,1000000000.0,7.1,1695596217683.0,cd,,,
200,OK,ONE,5816211,263010026.0,,,,,,,,,-0.008217,-0.027856,-0.252426,-0.024229,,,,-0.533367,0.521939,0.008851,0.028252,12305426115.0007,13156044839.793139,13156044839.793139,0.37902,1695596217683.0,cd,,,
200,OK,RACA,2515593,94097964.0,,,,,,,,,-0.002364,-0.064878,-0.208635,-0.439673,,,,-0.517228,0.540033,8.1e-05,0.000312,336417964663.973,430118233270.64,500000000000.0,0.01192,1695596217683.0,cd,,,
200,OK,REEF,7257914,336015605.0,,,,,,,,,0.004062,-0.044853,-0.250471,-0.416639,,,,-0.505086,0.586014,0.001192,0.007603,22821409581.0,22821409581.0,,0.05746,1695596217683.0,cd,,,
200,OK,SAITAMA,483650,13831705.0,,,,,,,,,0.009555,0.054518,-0.209014,-0.336397,,,,-0.635249,0.363164,0.000589,0.00291,44798301173.95,44812981146.0,100000000000.0,0.004338,1695596217683.0,cd,,,
200,OK,WIN,4682550,362397068.0,,,,,,,,,-0.008361,-0.019073,-0.097258,-0.185878,,,,-0.283176,0.252507,6e-05,0.000116,961737300000.0,999000000000.0,,0.002894,1695596217683.0,cd,,,
200,OK,AGLD,9548640,578905962.0,,,,,,,,,0.086962,0.470191,0.209631,1.695787,,,,0.347034,2.151353,0.209363,1.367292,77280001.0,77280001.0,80000000.0,7.7,1695596217683.0,cd,,,
200,OK,TOKE,122901,3903507.0,,,,,,,,,-0.037039,-0.260566,-0.495059,-0.585389,,,,-0.648708,0.386828,0.346388,1.94,18039165.216309,100000000.0,100000000.0,79.02,1695596217683.0,cd,,,
200,OK,GST,156535,6234320.0,,,,,,,,,-0.024228,-0.043726,-0.266963,-0.336673,,,,-0.532072,0.673138,0.008638,0.04257,831936279.978444,841936279.978444,,8.51,1695596217683.0,cd,,,
200,OK,CSPR,1553640,81434327.0,,,,,,,,,0.007387,-0.07229,-0.145845,0.182613,,,,-0.411908,0.406534,0.026309,0.063396,11340914273.0,12034325071.0,,1.33,1695596217683.0,cd,,,
200,OK,GT,269417,13066822.0,,,,,,,,,-0.002235,0.00295,-0.099313,0.288209,,,,-0.269333,0.163309,3.01,5.61,137367573.567522,300000000.0,,12.94,1695596217683.0,cd,,,
200,OK,PEPE,38405840,1482773937.0,,,,,,,,,0.016401,-0.139953,-0.580621,,,,,-0.630961,0.898801,0.0,4e-06,,420690000000000.0,420690000000000.0,4e-06,1695596217683.0,cd,,,
200,OK,BLZ,34264121,1055924287.0,,,,,,,,,0.014194,0.614228,2.161272,2.661891,,,,1.934437,1.37076,0.042854,0.219535,413963756.498051,500000000.0,,0.783089,1695596217683.0,cd,,,
200,OK,FLR,2055650,96375017.0,,,,,,,,,-0.002577,-0.165768,-0.249768,,,,,-0.608238,0.475882,0.010914,0.150073,24782230086.0283,101341975781.395,,0.150073,1695596217683.0,cd,,,
200,OK,FIS,5886727,96375392.0,,,,,,,,,-0.037257,0.201035,-0.012478,0.158883,,,,-0.169043,0.782395,0.228627,0.799679,56340000.0,114082560.48,114082560.48,4.7,1695596217683.0,cd,,,
200,OK,GNS,1464162,121820025.0,,,,,,,,,-0.000615,-0.06682,-0.253678,0.013261,,,,-0.363173,0.540265,1.59,12.48,30270196.0,30270196.0,30270196.0,12.48,1695596217683.0,cd,,,
200,OK,ID,7502350,9106742757.0,,,,,,,,,0.002729,0.036735,-0.291083,,,,,-0.613876,0.698718,0.176339,1.034,286000000.0,2000000000.0,2000000000.0,1.034,1695596217683.0,cd,,,
200,OK,AXL,590102,462976400.0,,,,,,,,,-0.011687,-0.027561,-0.143671,-0.325538,,,,-0.186152,0.299805,0.326495,1.15,409660009.224292,1098590229.74798,,1.15,1695596217683.0,cd,,,
200,OK,WEMIX,15394675,108698508.0,,,,,,,,,0.133814,1.173684,0.978908,2.469034,,,,0.816754,1.33926,0.290246,2.62,317810561.186374,974167697.890043,,24.71,1695596217683.0,cd,,,
200,OK,VLX,152402,17284996.0,,,,,,,,,-0.026963,0.507829,-0.393684,-0.628622,,,,-0.429079,1.894611,0.005171,0.055049,2502478992.96196,2502478993.61565,,0.568966,1695596217683.0,cd,,,
200,OK,HMT,163846,3264451.0,,,,,,,,,0.053234,0.159322,-0.026363,0.057577,,,,-0.073563,0.8697,0.029271,0.098048,,1000000000.0,,1.37,1695596217683.0,cd,,,
200,OK,DG,197760,3323189.0,,,,,,,,,-0.018742,-0.169881,-0.075113,-0.294739,,,,-0.164541,0.581642,0.015715,0.052641,730715084.996195,730715084.996195,1000000000.0,1.63,1695596217683.0,cd,,,
200,OK,SWEAT,1364943,25142227.0,,,,,,,,,0.026071,0.000141,0.396107,-0.221083,,,,0.728018,0.811193,0.004386,0.033296,7856759084.64,22509174139.224,,0.091476,1695596217683.0,cd,,,
200,OK,BONE,2356887,135910951.0,,,,,,,,,-0.003671,-0.322733,-0.156378,-0.086981,,,,-0.01559,0.649758,0.616723,2.01,229922277.93047,230003022.824847,250000000.0,15.5,1695596217683.0,cd,,,
200,OK,SANTOS,1061289,79212065.0,,,,,,,,,-0.007576,-0.058185,-0.073926,-0.347237,,,,-0.111493,0.254869,2.779663,19.25,5164061.291549,30000000.0,,22.34,1695596217683.0,cd,,,
200,OK,SUI,37569308,1736068050.0,,,,,,,,,-0.003549,-0.113553,-0.356013,,,,,-0.445805,0.628994,0.420239,2.16,791777575.076923,10000000000.0,10000000000.0,2.16,1695596217683.0,cd,,,
200,OK,TVK,1686400,59986301.0,,,,,,,,,-0.002529,-0.061048,-0.279327,-0.393089,,,,-0.312754,0.468046,0.017644,0.062963,1074330950.748046,1200000000.0,1200000000.0,1.21,1695596217683.0,cd,,,
200,OK,BONK,1307109,49819095.0,,,,,,,,,0.020824,-0.202141,-0.467703,0.34503,,,,-0.432185,0.544189,0.0,5e-06,42974933572260.6,93863283342446.08,93863283342446.08,5e-06,1695596217683.0,cd,,,
200,OK,PIT,106420,3612145.0,,,,,,,,,-0.011851,0.012268,-0.244242,-0.390232,,,,-0.329154,0.566797,0.0,0.0,,1e+17,,,1695596217683.0,cd,,,
200,OK,CORE,16785088,255046429.0,,,,,,,,,0.064245,-0.337552,-0.490883,,,,,-0.498116,1.253987,0.346515,6.14,160577716.237278,2100000000.0,2100000000.0,6.14,1695596217683.0,cd,,,
200,OK,BRISE,3660498,114662551.0,,,,,,,,,-0.006783,-0.195625,,-0.448043,,,,-0.420373,0.396817,0.0,1e-06,395688215721653.25,427063549263988.0,1000000000000000.0,2e-06,1695596217683.0,cd,,,
200,OK,KAS,10656214,373550551.0,,,,,,,,,0.050096,0.416555,,8.464326,,,,0.027702,0.987328,0.001586,0.05407,20794354140.6775,20794453146.8828,28704026601.0,0.05407,1695596217683.0,cd,,,
200,OK,AGIX,9144220,753422662.0,,,,,,,,,-0.002951,-0.003985,,2.876411,,,,-0.156091,0.531613,0.036963,0.58683,1232684305.88493,1324917189.06187,2000000000.0,0.95023,1695596217683.0,cd,,,
200,OK,XEN,1492947,46949251.0,,,,,,,,,-0.063958,-0.331052,,-0.904807,,,,-0.458076,0.681447,0.0,0.00037,23048665289725.8,23048665289725.8,,0.00037,1695596217683.0,cd,,,
200,OK,HAM,1157270,48958020.0,,,,,,,,,0.01481,-0.046763,,0.175189,,,,-0.292678,0.383261,0.0,0.0,,1e+16,1e+16,,1695596217683.0,cd,,,
200,OK,TAMA,832670,29183729.0,,,,,,,,,-0.018062,-0.122892,,-0.432959,,,,-0.132191,1.150022,0.006023,0.194446,1049733333.0,1049733333.0,2000000000.0,0.194446,1695596217683.0,cd,,,
200,OK,KDA,1426668,125916754.0,,,,,,,,,-0.004032,0.024007,,-0.463754,,,,-0.09929,0.765025,0.431854,1.45,246993093.13792,1000000000.0,1000000000.0,27.64,1695596217683.0,cd,,,
200,OK,CFX,10193261,778302511.0,,,,,,,,,0.015833,0.02065,,4.741325,,,,-0.307576,0.657434,0.022104,0.461276,2097547687.26523,5284997962.62513,,1.7,1695596217683.0,cd,,,
200,OK,VRA,1914354,101658558.0,,,,,,,,,-0.01202,-0.074547,,0.729163,,,,-0.156125,0.402016,0.002209,0.01096,10305680354.0,110305680354.0,110356466695.0,0.086208,1695596217683.0,cd,,,
200,OK,BDX,3917263,133702684.0,,,,,,,,,0.002689,-0.013845,,-0.207634,,,,-0.093239,0.362288,0.031241,0.062244,5583291300.55421,9919710794.30715,,137242055.0,1695596217683.0,cd,,,
200,OK,RDNT,4826840,252050088.0,,,,,,,,,-0.012647,-0.094216,,4.645547,,,,-0.281789,0.561598,0.012047,0.471873,310723688.843,1000000000.0,1000000000.0,0.585268,1695596217683.0,cd,,,
200,OK,WLD,61702688,2372335116.0,,,,,,,,,0.101093,0.457976,,,,,,-0.294287,1.621571,0.974429,3.3,130488161.244678,10000000000.0,10000000000.0,3.3,1695596217683.0,cd,,,
200,OK,FB,900168,90146611.0,,,,,,,,,-0.006503,-0.065666,,-0.441613,,,,-0.092976,0.193052,0.855196,2.15,,28630000.0,190700000.0,11.62,1695596217683.0,cd,,,
200,OK,PYUSD,3398642,31027055.14,,,,,,,,,0.002555,-0.002674,,,,,,0.006423,0.108491,0.971489,1.077152,,44376440.45,,1.077152,1695596217683.0,cd,,,
200,OK,SEI,19911292,2406281383.498033,,,,,,,,,-0.016417,-0.097496,,,,,,-0.067245,,0.111338,0.455153,1800000000.0,10000000000.0,,0.455153,1695596217683.0,cd,,,
200,OK,TOMI,21117512,731362598.770571,,,,,,,,,-0.015467,,,,,,,0.169642,,0.244409,6.59,74560384.085776,116174611.171964,,6.59,1695596217683.0,cd,,,
200,OK,AKT,634897,58113998.260226,,,,,,,,,-0.047668,,,3.476798,,,,-0.178934,,0.181933,1.6,218866117.099506,218865349.106935,388539008.0,8.07,1695596217683.0,cd,,,
200,OK,MAGIC,7336883,459043083.531552,,,,,,,,,-0.014074,,,-0.121439,,,,-0.091629,,0.229911,2.12,237063451.663676,339645510.317976,347714007.0,6.32,1695596217683.0,cd,,,
200,OK,ALPHA,1192360,48518401.511123,,,,,,,,,-0.006999,,,0.091434,,,,-0.039527,,0.064598,0.15346,822000000.0,1000000000.0,1000000000.0,2.93,1695596217683.0,cd,,,
200,OK,ALI,164510,19571438.179277,,,,,,,,,0.002393,,,0.772391,,,,-0.014291,,0.005807,0.084493,3588163659.855413,10000000000.0,10000000000.0,0.201312,1695596217683.0,cd,,,
200,OK,CQT,1023202,15982299.900573,,,,,,,,,0.082854,,,-0.095049,,,,0.165383,,0.06315,0.206417,607920038.141746,1000000000.0,1000000000.0,2.08,1695596217683.0,cd,,,
200,OK,AERGO,685913,33605215.383439,,,,,,,,,-0.024037,,,0.185511,,,,0.13657,,0.084712,0.157171,439999999.758921,500000000.0,500000000.0,0.572482,1695596217683.0,cd,,,
200,OK,GODS,328346,13752402.553063,,,,,,,,,-0.001798,,,-0.166197,,,,0.040113,,0.112191,0.476453,244575795.0649,500000000.0,500000000.0,8.8,1695596217683.0,cd,,,
200,OK,ACA,1658338,108702050.557774,,,,,,,,,-0.021364,,,-0.589118,,,,0.122662,,0.032205,0.210564,799979166.0,1024999999.0,1600000000.0,2.79,1695596217683.0,cd,,,
200,OK,LIT,1191289,182296879.622923,,,,,,,,,0.005362,,,-0.056824,,,,0.032232,,0.537659,1.71,46465261.63,100000000.0,100000000.0,13.31,1695596217683.0,cd,,,
200,OK,QI,1157627,19848743.567685,,,,,,,,,0.004061,,,-0.144558,,,,0.011432,,0.004548,0.012083,4021588143.0,7200000000.0,7200000000.0,0.39417,1695596217683.0,cd,,,
200,OK,AURORA,398945,14979040.334686,,,,,,,,,-0.009279,,,-0.69029,,,,-0.087992,,0.050661,1.32,351354241.0,1000000000.0,1000000000.0,35.4,1695596217683.0,cd,,,
200,OK,DLCS,,,,,,,,,,,-0.002662,0.003615,-0.143538,0.50135,0.285601,,,-0.495295,0.327056,319.120448,622.789908,,,,,,tb,,,
200,OK,MTVS,,,,,,,,,,,0.004277,-0.102447,-0.337156,-0.383601,-0.687943,,,-0.794273,0.422874,192.951826,687.154521,,,,,,tb,,,
200,OK,DFX,,,,,,,,,,,0.000142,0.018219,-0.137781,0.010159,-0.198358,,,-0.900923,0.353586,75.470811,155.70974,,,,,,tb,,,
200,OK,SCPX,,,,,,,,,,,-0.002167,-0.035912,-0.177195,0.27093,0.041089,,,-0.627308,0.311406,375.039209,707.692548,,,,,,tb,,,
200,OK,SCPXX,,,,,,,,,,,-0.000279,-0.0407,-0.164112,-0.008858,-0.433555,,,-0.826123,0.367396,234.303576,493.894277,,,,,,tb,,,
200,OK,DIGS,,,,,,,,,,,-0.005495,0.002157,-0.196471,-0.063491,-0.315922,,,-0.767222,0.337634,222.064561,422.279756,,,,,,tb,,,
200,OK,CCYS,,,,,,,,,,,-0.002932,0.019597,-0.135516,0.594176,0.385159,,,0.222671,0.341138,725.294261,1465.147671,,,,,,tb,,,
200,OK,CCYX,,,,,,,,,,,-0.008027,-0.012296,-0.290584,0.266809,0.040522,,,0.039106,0.439915,765.531965,1509.310566,,,,,,tb,,,
200,OK,CPUS,,,,,,,,,,,-0.015163,0.116446,-0.041623,0.294661,-0.17046,,,-0.121268,0.426563,667.273028,1398.263326,,,,,,tb,,,
